1,"John Paul Stevens  But it is not necessarily true that the law that applies to the second bill of lading also applies to the first.   INTERRUPTING John Paul Stevens  May I ask you a question that just troubles me as I read all the papers?  Has ICC ever been sued?   John Paul Stevens  It was sued in Australia.   John Paul Stevens  And for the maximum... what--   John Paul Stevens  --Okay.   John Paul Stevens  Would you just clarify one thing for me?  Suppose in this case, instead of having a through bill of lading from the sea all through the... through the railroad, there had been a delivery at the port to the freight forwarder or somebody else on behalf of the shipper and then a new bill of lading was issued to the railroad.  Would the liability then be different for the railroad?   INTERRUPTING John Paul Stevens  And then if... would the rate be different in that instance?   INTERRUPTING John Paul Stevens  I'm trying to find out whether the railroad would have a different liability under my hypothetical.  I'm wonder if it would have charged a different amount for the freight.   INTERRUPTING John Paul Stevens  Should we assume that the railroad probably gave a special bargain to the shipper in this case because it had a lesser exposure for liability?   INTERRUPTING John Paul Stevens  But the record doesn't actually tell us whether the rate was, in fact, different than it otherwise would have been.   ",02-1028
0,"John Paul Stevens  May I ask just one... one last question?  Would your position be the same if the defendant were a longshoreman rather than a railroad?   John Paul Stevens  Assume the accident occurred not in the shipment by rail carrier but unloading cargo at the... and the negligence was on the part of a stevedore.   INTERRUPTING John Paul Stevens  Well, and also whether it's a matter of State or Federal law too.   INTERRUPTING John Paul Stevens  Right.   John Paul Stevens  May I ask a question?   John Paul Stevens  May I ask a question referring to the... the matter you quoted a moment ago?  After the shipment arrives in the... on shore and there is an outstanding maritime bill of lading that has the COGSA limits in it, is the railroad entitled to rely on that bill of lading in quoting a rate to the maritime shipper?   INTERRUPTING John Paul Stevens  But what you're saying, if I understand it, they did not do so in this case.   INTERRUPTING John Paul Stevens  But would it be open to them, as a matter of law, to say, whenever we get a joint bill of lading like this, we're going to give a different rate because we have a different liability exposure?   John Paul Stevens  But... but in doing that, can they rely on the limits in the joint bill of lading?   INTERRUPTING John Paul Stevens  But you're asking us to hold that they may not do that.   John Paul Stevens  But if they did, would there be a different result in the case?   ",02-1028
0,"John Paul Stevens  Okay.   John Paul Stevens  He'd be arrested, let's...  he'd be arrested pretty...   John Paul Stevens  Well, now...   John Paul Stevens  When you make your balance under Brown, do you...  does the time that it takes to answer the officer's inquiry the relevant factor or the time you have to wait in line if there's a big...  it's a crowded street, you know, they...  you cause a traffic jam, you have to wait 20 minutes?   John Paul Stevens  So that even if in fact the delay caused the...  a bunch of people a half hour's delay, that would be irrelevant?   John Paul Stevens  It's a byproduct of the seizure of one person that you got to wait...  wait in turn to be seized yourself.   John Paul Stevens  No, but if...  if you're on a busy street, as they were in...  in...  I forget which suburb of Chicago this was...  Lombard.  in Lombard, you're gonna...  you're gonna tie up traffic for a while.   John Paul Stevens  I...  I wonder if you'd answer Justice Kennedy's question.  Which is the easier case?   John Paul Stevens  You don't know?   John Paul Stevens  Pardon me?   John Paul Stevens  That is a factor but...   John Paul Stevens  that...  that cuts against you in this case, though, doesn't it?  This was at midnight.   ",02-1060
1,"John Paul Stevens  I think if we endorsed...   John Paul Stevens  your view that they can stop for the chief just as a purpose, there's going to be massive change in the way these organizations raise money.     [Laughter]   John Paul Stevens  Can I ask you a question about the facts of this case, please?  The blue brief describes it as a...  a roadblock...  roadblock set up in the evening, and as I understand it the crime was at 12:15 a.m., which I interpret to be midnight.  It was a midnight crime and I thought the roadblock was at midnight, and I wonder, how long did it last?  Was it started in the evening and lasted several hours or was it just...   John Paul Stevens  And it...  it was though in the dark at...  at night, not during the day?   John Paul Stevens  And I also don't understand if they handed something to read, how could you read in the...  at the...  in the dark?   John Paul Stevens  Does the record explain that they did hand something legible to the person or use a flashlight or what...  what was the...   John Paul Stevens  But did they...  were there something they were asked to read before they left or just left with them to drive away with?  I just don't understand what happened, to tell you the truth.   John Paul Stevens  Might I ask another question about the...  the facts of the case?  Reading the flyer, it's something you could have handed to a pedestrian too who might have been at the scene.  Does the record show whether they did hand this flyer to pedestrians who might have been walking by at the same time the week after the accident?   John Paul Stevens  Right.   John Paul Stevens  I know...   John Paul Stevens  Oh, there are no sidewalks there?   ",02-1060
0,"John Paul Stevens  Yes, but Mr. Reynolds, there's a savings clause, and... and conceivably one could read the savings clause as saying whatever Federal remedy was available between 1980 and 1986 is still available.  And if one read it that way, then the question would be, could this very action have been brought in 1983 or 4?  And I don't know.  What... what's your answer to that question?   John Paul Stevens  Right.   INTERRUPTING John Paul Stevens  Right.  I... I agree with that.  But the question, though, is whether this particular action would have been recognized when... when these... when the... the plaintiff is a potentially responsible party too.   INTERRUPTING John Paul Stevens  No.  I agree not under 107.  Was there any implied remedy that was not specifically covered by a statute prior to 1986?   INTERRUPTING John Paul Stevens  There was... a contribution was implied.   John Paul Stevens  Well, it's certainly true that cases that they labeled contribution cases was exactly as you define it, but I'm just wondering if there were not in fact some cases with facts just like this one which, without specific statutory authorization, the judge found an implied basis for allowing recovery.   INTERRUPTING John Paul Stevens  Mr. Minear, the... I think the respondent accuses the Government of changing its position in this case.  Would you tell me whether you did change a... your position at all, and if so, what is the difference between your former position and your present position?   John Paul Stevens  There has been no change in position.   INTERRUPTING John Paul Stevens  --whether there was any change of position and what was it and would you explain--   INTERRUPTING John Paul Stevens  --what it was and why?   ",02-1192
1,"John Paul Stevens  I just... I just reviewed that colloquy, and there you said you did not draft the complaint.   John Paul Stevens  Oh, okay.   John Paul Stevens  Where does the right come from?   ",02-1192
0,"John Paul Stevens  I don't think that's right.  It wouldn't be a grant of power.  It would be...  it would preserve power granted by the State itself.   John Paul Stevens  The only...  the only thing I question is your statement that the statute itself is a grant of power to a local entity.  It doesn't grant any power to anybody.  The statute doesn't.   John Paul Stevens  It preserves power from being preempted.   John Paul Stevens  It is.   John Paul Stevens  May I ask you...  Isn't it also the case...   John Paul Stevens  May I ask you this one more sort of general question?  As I understand your theory, you read the statute as an anti-monopoly statute.  No State shall grant any exclusive privilege.  Isn't that...  you say that's really what it does.  And my question is if that were the purpose, why wouldn't they write it that way that no State shall grant a monopoly or grant exclusive privilege?   John Paul Stevens  But it's perfectly clear that this statute does intrude substantially on the...  on the State's ability to regulate.  Just even if it just does what you say, it's a significant impairment of the State's ability to run its own affairs.   John Paul Stevens  To regulate private companies.   ",02-1238
1,"John Paul Stevens  But would you also say that the legislative history makes it pretty clear that there's a distinction in meaning between the term private entity on the one hand and the term entity on the other hand, and the statute used the term entity?   ",02-1238
1,"John Paul Stevens  Mr. Kneedler, is this...  section 201 of Title 39 says, there is established as an independent establishment of the executive branch of the Government of the United States the United States Post Office.  Was that in the statute before the reorganization or is that part of the reorganization?   John Paul Stevens  It seems to me, Mr. Kneedler, this is an argument that you don't have an antitrust violation here, but we're concerned with the problem of whether you had a classic violation, say they agreed with somebody else on the prices they would charge for advertising the Olympics or something like that, where you had a clear...  here you don't have it clear.  I think it's arguable whether the alleged violation...  but that's not the issue before us.   John Paul Stevens  But what about a breach of...  infringement of patents, for example?   John Paul Stevens  And infringement of copyrights and so forth?   John Paul Stevens  Supposing there was a...  one of these antitrust violations that involved abuses of patents in order to extend a monopoly or something like that, that could be a classic antitrust violation.  But you say there are other Federal remedies there?   John Paul Stevens  Mr. Kneedler, can I ask you a basic question I just kind of forgotten that I thought I knew about, but I thought the Postal Service had a monopoly of the business of delivering letters and packages, and that these competing services are only allowed to exist by some special privilege granted by the Postal Service.   John Paul Stevens  But not for parcel, I see.   John Paul Stevens  So greeting cards?   John Paul Stevens  But the fact that it's only...  the fact that it's only 1 percent means they're only liable under the antitrust laws for 1 percent of their business.   John Paul Stevens  But they're the services that they want to bring suits under.   ",02-1290
0,"John Paul Stevens  But what do you do with the statutory language that it's an establishment of the executive branch of the Government of the United States?   John Paul Stevens  It didn't...  excuse me...  I didn't think it had a mandate to make money.  I thought the statute had ordered it to break even.   John Paul Stevens  But it...  but it's unlike most profit-making institutions that are primarily engaged in trying to make as much money as they can.   John Paul Stevens  Yeah, but there's one...  one sticking point that...  running through my mind.  The fact that they had to waive the immunity in the sue-and-be-sued clause suggest that they're a sovereign.   John Paul Stevens  And is a sovereign.   John Paul Stevens  Of course, if you're right, they're subject to criminal liability under the Sherman Act too.   John Paul Stevens  A criminal case with the United States against the United States Postal Service.   John Paul Stevens  We won't sell you any stamps unless you buy our greeting cards?   John Paul Stevens  It might happen, I suppose.   ",02-1290
